facility_uid,facility_code,state_unique_id,registration_no,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,facility_level_option,physical_location,longitude,latitude,phone_number,email_address,website,ooperational_days,operational_hours,operation_status,registration_status,license_status,doctors,nurses,midwives,beds
58085798,24/11/1/2/2/0016,,,,Gina Maternity Home,Lagos,Ikeja,Private,,Secondary,,,3.34586000000007,6.59426000000008,,,,,,Operational,Unknown,Unknown,,,,
20258371,24/11/1/1/2/0012,,,,Gods Love Hospital,Lagos,Ikeja,Private,,Primary,,,3.34228515700005,6.59368896500007,,,,,,Operational,Unknown,Unknown,,,,
28715003,24/11/1/2/2/0066,,,2000-01-03,Good Mercs Hospital,Lagos,Ikeja,Private,For Profit,Secondary,,,3.644812,6.311500,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,1,,,3
13513555,24/11/1/2/2/0019,,,1990-03-27,Holy Trinity Hospital,Lagos,Ikeja,Private,For Profit,Secondary,,,3.34368,6.59986,0802-354-5393,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,7,3,5,70
54727751,24/11/1/1/2/0049,,,,Kanz Specialist / Maternity,Lagos,Ikeja,Private,,Primary,,,3.34588623100007,6.59869384800004,,,,,,Operational,Unknown,Unknown,,,,
62363642,24/11/1/1/2/0020,,,,Life Care Health Clinic,Lagos,Ikeja,Private,,Primary,,,3.34857955,6.59741595,,,,,,Operational,Unknown,Unknown,,,,
67286179,24/11/1/2/2/0024,,,,Motayo Hospital,Lagos,Ikeja,Private,,Secondary,,,3.35010000000005,6.59957000000003,,,,,,Operational,Unknown,Unknown,,,,
72112252,24/11/1/2/2/0027,,,1977-06-15,New Ikeja Hospital,Lagos,Ikeja,Private,For Profit,Secondary,,"15 gbajobi street off aolowo way, off balogun bus, beside WATER CREST HOTEL",3.34703000000007,6.60365000000007,0803-454-1719,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,6,5,2,12
,,,,,,,,,,,,,,,,,,,,,,,,,,
51690000,24/11/1/1/2/0096,,,2021-01-03,Pure Heart Wellness Solution Clinic,Lagos,Ikeja,Private,For Profit,Primary,Primary Health Center,"48, oluwaleimu street off amore ,off toyin street ikeja",3.343057,6.609057,0912-279-3800,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8-5pm,Operational,Registered,Licensed,1,0,0,1
60152463,24/11/1/1/2/0032,,,,Shoreman Medical Centre,Lagos,Ikeja,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
32090712,24/11/1/1/2/0034,,,1985-11-05,St Leo's  Medical Centre,Lagos,Ikeja,Private,For Profit,Secondary,,"19/21 Toyin str, Ikeja",3.34984,6.59721,0805-202-1672,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,8,,1,30
13464343,24/11/1/1/2/0037,,,,Tlc Clinic,Lagos,Ikeja,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
74598632,24/11/1/1/2/0039,,,1992-05-04,Triumph Medical Centre,Lagos,Ikeja,Private,For Profit,Primary,,32 unity road off Toyin str,3.34586,6.59679,0815-900-7070,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Provisionally Registered,Licensed,2,4,,9
68477877,24/11/1/2/2/0065,,,1999-11-01,Unilever Staff Clinic,Lagos,Ikeja,Private,For Profit,Secondary,,,,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,,,,
53236322,24/11/1/1/2/0042,,427674,1989-01-12,White House Clinic,Lagos,Ikeja,Private,For Profit,Secondary,,"2, Olowu str, Ikeja",3.345283,6.599175,0090-638-2988,,,"Monday,Tuesday,Wednesday,Thursday,Friday",24hrs,Operational,Registered,Licensed,,,,
47717693,24/11/1/2/2/0039,,,,Zion Citizen Hospital,Lagos,Ikeja,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
69542418,24/11/1/2/2/0001,,,,Adefemi Hospital,Lagos,Ikeja,Private,,Secondary,,,3.33902000000006,6.60217000000006,7042111274,,,,,Operational,Unknown,Unknown,,,,
74720318,24/11/1/1/1/0002,,,2002-04-17,Adeniyi Jones Primary Health Centre,Lagos,Ikeja,Public,State Government,Primary,Primary Health Clinic,,3.154191,6.324781,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HRS/8:00AM,Operational,Unknown,Unknown,2,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,
45746591,24/11/1/1/2/0002,,,2004-08-03,Apex Care Clinic (Ikeja),Lagos,Ikeja,Private,For Profit,Primary,,"20/25 Adeniyi jones Avenue, Ikeja",3.34118,6.60742,0809-235-9111,,,"Monday,Tuesday,Wednesday,Thursday,Friday",9hrs,Operational,Registered,Licensed,1,,,2
50929591,24/11/1/1/2/0005,,,2018-06-11,Chinig Clinic,Lagos,Ikeja,Private,For Profit,Primary,,,3.463591,6.435741,0817-467-1521,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HRS/8:00AM,Operational,Unknown,Unknown,1,,,4
56439899,24/11/1/1/2/0007,,,,Critical Rescue International - Ikeja,Lagos,Ikeja,Private,,Primary,,,3.33633000000003,6.60900000000004,,,,,,Operational,Unknown,Unknown,,,,
57275407,24/11/1/2/2/0017,,,,Healing Balm Hospital,Lagos,Ikeja,Private,,Secondary,,,3.34294000000006,6.59908000000007,,,,,,Operational,Unknown,Unknown,,,,
70269758,24/11/1/2/2/0018,,,,Healthville Medical Consultant Clinic,Lagos,Ikeja,Private,,Secondary,,,3.34589000000005,6.61514000000005,,,,,,Operational,Unknown,Unknown,,,,
82976904,24/11/1/1/2/0016,,,1992-12-07,Jajo Clinic,Lagos,Ikeja,Private,For Profit,Secondary,,"6 Badagry str, Adeniyi jones",3.347158,6.613609,0802-335-7260,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,3,3,,13
64504077,24/11/1/1/1/0049,,,,Kidney Solution Centre,Lagos,Ikeja,Public,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
62685560,24/11/1/1/2/0019,,,,Lagoon Clinic,Lagos,Ikeja,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
87486968,24/11/1/2/2/0022,,,2001-11-11,Lagoon Hospital Ikeja,Lagos,Ikeja,Private,For Profit,Secondary,,97-101 Obafemi Awolowo way Ikeja,3.3459,6.60429,0162-838-23__,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,13,1,1,33
50653853,24/11/1/1/2/0022,,,,Lister Medical Centre,Lagos,Ikeja,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
29412322,24/11/1/2/2/0025,,,,Mother And Child Hospital,Lagos,Ikeja,Private,,Secondary,,,3.34322000000003,6.60895000000005,,,,,,Operational,Unknown,Unknown,,,,
51470197,24/11/1/1/2/0043,,,,New Bisco Staff Health Clinic,Lagos,Ikeja,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
54219640,24/11/1/2/2/0080,,,2019-01-08,Olan Medical Center,Lagos,Ikeja,Private,For Profit,Secondary,,"119 adeniyi jones, ikeja",,,0810-651-0401,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,2,0,10
55280726,24/11/1/1/2/0047,,,2017-01-03,Paelon Memorial Clinic,Lagos,Ikeja,Private,For Profit,Primary,,9 Ajao road off Adeniyi jones,3.33967,6.60459,0909-338-8792,,,"Monday,Tuesday,Wednesday,Thursday,Friday",9hrs,Operational,Registered,Licensed,2,1,,1
14918060,24/11/1/1/2/0025,,,,Migration Health Assessment Medical Clinic,Lagos,Ikeja,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
21918085,24/11/1/2/2/0010,,,1982-02-02,Eko Corp Hospital (Ikeja),Lagos,Ikeja,Private,For Profit,Tertiary,,"31 Mobolaji Bank Anthony way, Ikeja",3.35707,6.58744,0127-169-97__,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,,,,100
47665892,24/11/1/2/2/0013,,,,Folarin Fountain Hospital,Lagos,Ikeja,Private,,Secondary,,,3.36836636066437,6.57687842845917,,,,,,Operational,Unknown,Unknown,,,,
64609440,24/11/1/1/2/0024,,,2013-05-10,Medical Art Centre,Lagos,Ikeja,Private,For Profit,Secondary,,"21, Mobolaji Bank Anthony way, Ikeja",3.362614,6.575364,0803-492-6033,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,4,2,,7
42217664,24/11/1/1/2/0041,,,,Wasimi Primary Health Centre,Lagos,Ikeja,Private,,Primary,,,3.36871337900004,6.57867431600005,,,,,,Operational,Unknown,Unknown,,,,
71684980,24/12/1/1/1/0100,,,2012-01-05,Lajo Health Post,Lagos,Ikorodu,Public,Local Government,Primary,,,3.50256,6.56315,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
28021291,24/12/1/1/2/0053,,,1999-01-10,O Shola Medical Centre.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 108, Oba Omolaja Ogunlewe Road, Igbogbo, Ikorodu, Lagos.",3.51775,6.60123,0800-533-4196,solalude@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,1,1,7
34979793,24/12/1/1/2/0072,,,,Skyebright Medical Clinic,Lagos,Ikorodu,Private,,Primary,,,3.51174000000003,6.58857000000006,,,,,,Operational,Unknown,Unknown,,,,
44736842,24/12/1/1/2/0006,,,2003-01-01,Apena Clinic,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 29, Jaiyesinmi Street, Aga, Ikorodu, Lagos.",3.50681,6.60114,0803-324-8884,olayiwolaapena@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,3,,8
13331505,24/12/1/1/2/0013,,,,Bigway Clinic,Lagos,Ikorodu,Private,,Primary,,,3.49747373356012,6.61301885751286,,,,,,Operational,Unknown,Unknown,,,,
50573299,24/12/1/2/2/0008,,,1988-07-12,Esiri Specialist Clinic & Maternity Centre.,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 3, Alashe Close, Mathew Street, Ojogbe, Ikorodu, Lagos.",3.50137,6.61152,0805-957-9205,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,,9
31235905,24/12/1/2/1/0002,,,,Ikorodu General Hospital,Lagos,Ikorodu,Public,,Secondary,,,3.49785000000003,6.60918000000004,,,,,,Operational,Unknown,Unknown,,,,
41145627,24/12/1/2/2/0042,,RC:1337878,2016-08-06,Katis Medical Centre.,Lagos,Ikorodu,Private,For Profit,Secondary,,"1, Shamsideen Jaiyesimi Street, Aga Ijomu, Ikorodu, Lagos.",3.50701,6.60578,0802-381-4028,katismedialcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,2,,8
86338198,24/12/1/1/2/0043,,,,King O David Clinic,Lagos,Ikorodu,Private,,Primary,,,3.50472000000002,6.60883000000007,,,,,,Operational,Unknown,Unknown,,,,
65614377,24/12/1/1/2/0035,,,,lth Forte Hospital,Lagos,Ikorodu,Private,,Primary,,,3.50609261022202,6.60494144433622,,,,,,Operational,Unknown,Unknown,,,,
82891770,24/12/1/1/2/0058,,,,Oluwasetemi Clinic,Lagos,Ikorodu,Private,,Primary,,,3.48324188420542,6.63981863334541,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
52411479,24/12/1/1/2/0064,2412120059,,2002-12-10,Rapha Medical Centre,Lagos,Ikorodu,Private,For Profit,Secondary,,"14,Muyideen Street,Off Adaraloye Street,off Ireshe Road,Aga, Ikorodu, Lagos.",3.50826,6.60996,0802-511-7369,raphahospital2000@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,2,1,9
20232496,24/12/1/1/2/0159,,2458481,2022-05-09,Ade-Royal Medical Clinic,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 61, Ojokoro Road, Eyita, Ikorodu, Lagos.",3.48581,6.63685,0806-444-3050,adedayolateef@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,0,0,2
32982940,24/12/1/1/1/0015,,,2010-01-01,Agbala Lasunwon Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Health Post,"23, Omolasoho, Ilariogun, Ikorodu, Nigeria.",3.51391,6.64858,0802-331-3889,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,,3
27654757,24/12/1/1/1/0166,,,2010-12-02,Agbala Peadiatrics  (Ikorodu General Annex),Lagos,Ikorodu,Public,Local Government,Primary,Health Post,"No 7, Shagamu Road, Ikorodu, Lagos.",3.517833,6.648288,0802-933-2019,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,1,0,1
66569940,24/12/1/1/2/0003,,,2007-01-01,Akpo Medical Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,,3.51006,6.6366167,0806-447-5444,akpomed@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,3,,6
19592183,24/12/1/2/2/0001,,,2010-07-07,Amglow Hospital,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 18, Barrister Esho Street, Odongunyan, Ikorodu, Lagos.",3.51537,6.65242,0705-599-1333,amglowhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,2,2,,
60170877,24/12/1/1/2/0032,2412120070,,2007-09-02,Golden Crown Convalescent Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"13,Adekoya Street, Odongunyan, Ikorodu, Lagos.",3.51023,6.66156,0802-933-1532,salauomolara@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,,,,4
38355407,24/12/1/2/2/0043,,,2008-01-08,Helping Hand Royal Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,,3.51551,6.64654,,,,,,Operational,Unknown,Unknown,,,,
45872003,24/12/1/1/2/0088,,,2017-07-03,J Nissi Clinic,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 32, Ah Street, Apeka, Ikorodu, Lagos.",3.50303,6.63330,0806-936-8769,jnissic@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,,,8
67717864,24/12/1/2/2/0018,,,2015-08-01,Kolak Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,,3.62248,6.64605,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
62664225,24/12/1/2/2/0034,,,2003-09-05,Mother's Pride Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,,3.5151862435913,6.65127007499053,,,,,,Operational,Unknown,Unknown,,,,
38696633,24/09/1/1/2/0014,,,2001-08-08,RCCG Maternity Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 2B, James Daniel Street, off Itokin Road, Ikorodu, Lagos.",3.30861,6.37687,0703-772-3480,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,,1,,6
64693961,24/12/1/1/2/0067,,,,Rodes Clinic,Lagos,Ikorodu,Private,,Primary,,,3.50737835202812,6.63326976677823,,,,,,Operational,Unknown,Unknown,,,,
56299633,24/12/1/1/2/0133,,RC837385,2009-04-05,Rodes Hospital,Lagos,Ikorodu,Private,For Profit,Primary,,"2, Oshin Ladega Street, Off Sagamu Road, Agbala Bus Stop, Ikorodu, Lagos.",3.50434,6.61569,0915-941-8034,olading59@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,10,0,18
39983188,24/12/1/1/2/0115,,,2018-01-08,Ultimate Care Maternity,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"7, Olatunji Adedeji Street,  Odongunyan, Ikorodu, Lagos.",3.50448,6.65918,0803-443-7070,mccmonis@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,,3,5
45901039,24/12/1/1/1/0002,2412110108,,2000-01-10,Agura Primary Health Centre,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Clinic,"Gberigbe, Agura Road, Agura Ikorodu, Lagos",3.61001,6.60322,0802-351-0829,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,1,1,6
77292210,24/12/1/1/2/0008,2412000099,RC:786611,2009-04-11,Ayobami Nursing Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Behind CAC Bus Stop, Gberigbe, Ikorodu, Lagos.",3.61491,6.60359,0905-396-3579,timfact@yahoo.co.uk,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,,,10
13416170,24/12/1/1/2/0137,RC1614543,,2021-09-09,Belladio Medical Centre Limited,Lagos,Ikorodu,Private,For Profit,Primary,,"No 23, Diamond Estate, By Yah Lateef, Iyana Odo, Agura Gberigbe, Ikorodu, Lagos.",3.60671,6.60353,0803-919-2068,belladiomedicalcenter@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,0,0,15
68874268,24/12/1/1/2/0163,,1231756,2022-02-08,Franko Care Maternity Home,Lagos,Ikorodu,Private,For Profit,Primary,,"6,Moriamo Momodu Street, Papa Agura,Ikorodu, Lagos State.",3.51045,6.61941,0803-473-6522,frankocarematernityhome@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,0,0,0,3
41631278,24/12/1/1/2/0106,,,2018-03-01,God's Own Foundation Maternity Home.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"18,Doth Water, Agura Gberigbe, Ikorodu, Lagos.",3.63223,6.57943,0703-373-9912,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,
38404211,24/12/1/1/1/0100,,,2014-01-01,Grace Convalescent Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 1, His Grace Street, Off Ajayi, New Era, Gberigbe, Ikorodu, Lagos.",3.602216,6.60487,0803-683-6342,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,2,,4
76207737,24/12/1/1/2/0094,,,2012-09-04,Jesus Redeemer Nursing Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Ewu - Owa Agura Gberigbe Road, Ikorodu, Lagos.",3.595178,6.604896,0805-763-2645,olapadedefasakin@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,,
22619818,24/12/1/1/2/0107,,,2016-01-02,Koffla - Convalescent Home.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"2, Lydia-Odukoya Street, Ire Akari, Gberigbe, Ikorodu, Lagos.",3.61274,6.60643,0817-837-1033,florencekolawole@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,,,,3
58300227,24/12/1/1/2/0079,,,1999-09-12,Tolutope Maternity Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"25, Patrick Uzor Street, Papa, Agura, Ikorodu, Lagos.",3.60540,6.60410,0909-065-5084,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,,1,1,10
59915022,24/12/1/1/2/0009,,,,B & T Trust Medical Clinic,Lagos,Ikorodu,Private,,Primary,,,3.49293000000006,6.62246000000005,,,,,,Operational,Unknown,Unknown,,,,
71504838,24/12/1/1/2/0030,,,2009-04-08,Fayosi Clinic,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 4, Odombo Street, Solomade, Ikorodu, Lagos.",3.49967,6.61521,0802-847-1529,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,,,4
38714829,24/12/1/1/2/0142,1359510,,2021-07-01,Goldadd Hospital,Lagos,Ikorodu,Private,For Profit,Primary,,"21, Salami Olukotun Street, Aige Solomade,  Ikorodu, Lagos.",3.5013,6.61525,0816-505-8197,goldaddhospitals@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,0,0,10
50395855,24/12/1/2/2/0016,,,,Jobi Hospital,Lagos,Ikorodu,Private,,Secondary,,,3.49829000000005,6.62177000000003,,,,,,Operational,Unknown,Unknown,,,,
20218444,24/12/1/2/2/0023,,RC:372471,2000-01-01,New Gate Medical Services Limited.,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 59, Lagos Road, Ikorodu, Lagos.",3.49513,6.62302,0907-045-3877,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,8,3,1,21
81534663,24/12/1/1/2/0092,,,2016-07-07,Palm Ville Medical Centre,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 10, Mulikat Onisiwo Street, Jumofak, Ikorodu, Lagos.",3.4883087,6.6184352,0906-350-9862,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,4,3,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
39557151,24/12/1/1/2/0063,,,2011-06-01,Qelim Maternity Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"No 77, Lagos Road, Haruna Bus - Stop, Beside Slot Mobiles, Ikorodu, Lagos.",3.49504,6.62348,0803-350-1148,olamidetalakofadahunsi@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,,,,4
37449029,24/12/1/1/2/0068,,,,Rolayo Clinic,Lagos,Ikorodu,Private,,Primary,,,3.49990000000003,6.62118000000004,,,,,,Operational,Unknown,Unknown,,,,
24882929,24/12/1/2/2/0027,,,,Saheed Memorial Hospital,Lagos,Ikorodu,Private,,Secondary,,,3.49155000000007,6.62455000000006,,,,,,Operational,Unknown,Unknown,,,,
18017260,24/12/1/1/2/0071,,,,Shanu Medical Centre,Lagos,Ikorodu,Private,,Primary,,,3.49725837741493,6.62212240231308,,,,,,Operational,Unknown,Unknown,,,,
78677023,24/12/1/2/2/0028,2412220061,,2000-09-01,St Augustine Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"St. Augustine Catholic Church MaryHill, Ikorodu, Lagos.",3.48686,6.62687,0129-141-64__,ourladyhealthofthesick@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24,Operational,Registered,Licensed,1,1,1,
56776199,24/12/1/1/2/0078,,,2009-07-06,Tobiloba Medical Centre,Lagos,Ikorodu,Private,For Profit,Primary,,,3.49889000000007,6.61603000000002,,,,,,Operational,Unknown,Unknown,,,,
70229508,24/12/1/2/2/0002,,,,Aromedic Hospital,Lagos,Ikorodu,Private,,Secondary,,,3.59214000000003,6.56719000000004,,,,,,Operational,Unknown,Unknown,,,,
86478462,24/12/1/2/2/0020,,,2014-01-11,Life Source Hospital,Lagos,Ikorodu,Private,For Profit,Secondary,,"Plot 12, Biovic Boulevard Street, Jaso Estate, Off Mowonla Road, Off Ijede Road. Ikorodu, Lagos.",3.37921,6.52449,0703-194-8938,lifesourcehospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,5,1,0,10
72411401,24/12/1/1/2/0049,,,2012-01-08,Michael Olu Memorial Clinic,Lagos,Ikorodu,Private,For Profit,Primary,,,3.50512,6.627220,,,,,,Operational,Unknown,Unknown,,,,
77664739,24/12/1/1/2/0084,,,1995-01-05,Adebisi Clinic,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"Plot J, Tola Olubi Avenue, Isokan Estate.",3.48168,6.64670,0803-726-5045,bolademola@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,1,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,
69187194,24/12/1/2/2/0032,,,,Bidemis Victory Hospital,Lagos,Ikorodu,Private,,Secondary,,,3.47509765600006,6.64929199200003,,,,,,Operational,Unknown,Unknown,,,,
34465251,24/12/1/1/2/0161,,01988,2019-04-10,De Blessing Convalescent Home,Lagos,Ikorodu,Private,For Profit,Primary,,"No 5, Abanire Road, Owutu, Ikorodu, Lagos.",3.50253,6.62211,0814-886-8043,blessingajoke@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,0,0,0,
49814278,24/12/1/1/2/0036,,,2001-10-02,Hill Top Convalescent Home,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"24/26, Ayo Ajileye Street,  Ori Okuta, Ikorodu, Lagos.",3.49197,6.65505,0802-845-5256,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,,1,5
82874493,24/12/1/1/1/0021,2412110095,,1993-01-07,Ori-Okuta  Health Centre.,Lagos,Ikorodu,Public,Local Government,Primary,Primary Health Clinic,"46, Nurudeen Fagbenro Street, Omooba, Ori-Okuta, Ikorodu, Lagos.",3.48347,6.64446,0803-201-2799,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours.,Operational,Registered,Licensed,,,,7
69730389,24/12/1/1/2/0074,,RC:1072773,2012-12-09,Stevans Medical Centre,Lagos,Ikorodu,Private,For Profit,Secondary,,"No 17, Ori - Okuta Road, Off Isawo Road, Agric, Ikorodu, Lagos.",3.48415,6.64578,0702-649-5095,stevansmedicalcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,3,1,,13
59554323,24/12/1/1/2/0116,2412120355,RC:1574889,2008-03-10,Triumph Hospital.,Lagos,Ikorodu,Private,For Profit,Primary,Primary Health Clinic,"14 A, Otunnubi Road, Ori Okuta, Ikorodu, Lagos.",3.48588,6.65037,0802-342-4258,triumphblessing@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours.,Operational,Registered,Licensed,1,2,,5
