facility_uid,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,physical_location,longitude,latitude,phone_number,operation_days,registration_status,license_status
56197318,1998-05-01,AL HAYYU NURSING HOME,Lagos,Kosofe,Private,For Profit,Primary,"4, OLARENWAJU OLOHUNTELE STREET MILE 12",3.401672364,6.605895996,0802-307-4779,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
42204311,2002-02-02,AL SADIQ HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"21, AYISATU STREET MILE 12",3.39508,6.61232,0803-538-8981,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35079158,2009-03-08,BE KIND HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"19, AKOROUNFAYO STREET MILE 12 LAGOS",3.392272949,6.624511719,0803-334-2702,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
66332403,1996-01-02,HEALAL SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"50, MAIDAN ROAD MILE 12, KETU",3.39614,6.61207,0802-304-4971,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
81880377,1998-06-08,MAIDAN PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"3, OREMERIN STREET, MILE 12",3.39856,6.60922,0806-079-4160,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
61995203,1995-01-10,O' KING HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"16, ONIYANRIN STREET, MILE 12, KETU",3.39742,6.60964,0806-343-4151,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
36794463,2011-01-06,PENIEL NOBLE HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"30, ADEGBOYEGA STREET AGILITI-MAIDAN",3.39646,6.61538,0803-496-9817,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
86633426,2015-05-04,BUENA SALUTE HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"10, BALOGUN STREET AJAO ESTATE ANTHONY VILLAGE",3.37332,6.56392,0902-133-3798,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
25592013,2016-10-12,CONCEPT ONE MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Primary,"10, KEHINDE ODUSOTE STREET ANTHONY LAGOS",3.37198,6.56346,0909-555-5530,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
48018919,2008-11-05,DIVINE SPECIALIST CLINIC,Lagos,Kosofe,Private,For Profit,Secondary,"6A, IDOWU AJAO STREET, ANTHONY VILLAGE",3.37636,6.56475,0802-319-8895,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80281492,2004-08-01,GBOMOJO MATERNITY HOME,Lagos,Kosofe,Private,For Profit,Secondary,"22, ODUNLAMI STREET ANTHONY",3.36982,6.56135,0805-627-7542,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51522658,1981-07-10,KING SOLOMON HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,,3.36879,6.56034,0803-570-3862,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60095333,1998-01-02,LIFE FOUNTAIN MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"41, OYEDELE OGUNNIYI STREET ANTHONY",3.37078,6.56267,0805-521-6102,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64357962,2015-03-12,ST NICHOLAS  SPECIALIST  HOSPITAL (ANTHONY),Lagos,Kosofe,Private,For Profit,Secondary,"BUSH STREET, ANTHONY LAGOS",,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45350117,1987-04-06,ADETOLA SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"9, WILLIAMS STREET, IFAKO GBAGADA",3.39286,6.55337,0803-089-8105,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80730390,2001-01-01,ANIYUN HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"3, FEMI ADERIBIGBE STREET GBAGADA",3.38953,6.55403,0703-812-6861,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35848360,1978-04-05,BEN K MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Primary,"2, ABENI CLOSE SOLUYI GBAGADA",3.38642,6.55797,0708-459-8792,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
46105446,2021-01-09,CENTREPOINT HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"24, ADEOLA RAJI AVENUE, ATUNRASE ESTATE GBAGADA",3.38558,6.55193,0802-377-4349,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
29675199,1999-01-05,CHEVRON HOSPITAL,Lagos,Kosofe,Private,Not For Profit,Secondary,"23/25, ADEKUNLE OSOMO STREET SOLUYI GBAGADA",3.383728027,6.5625,0803-525-0092,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67216617,2012-04-08,FAMILY AND FRIEND HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"18, AJAYI AINA STREET GBAGADA",3.38470459,6.556884766,0704-546-4748,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
76788734,1983-01-09,GBAGADA GENERAL HOSPITAL,Lagos,Kosofe,Public,State Government,Secondary,"1, HOSPITAL ROAD GBAGADA",3.387878418,6.552124024,0802-334-1236,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35832940,2004-04-05,JACON DAVIDS HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"6B, ADEBAJO STREET, SOLUYI GBAGADA",3.38696,6.55954,0802-404-5479,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
65712622,2018-01-07,LIFENEST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"14, ADEKUNLE OSOMO STREET SOLUYI GBAGADA",3.38424,6.56158,0703-395-0160,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64027051,2012-01-10,MICEL CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"4, BROWN STREET SOLUYI GBAGADA",3.38445,6.56425,0803-973-3552,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45532176,1992-07-07,AYO CLINIC(KOSOFE),Lagos,Kosofe,Private,For Profit,Secondary,"8, ALAPERE STREET  ALAPERE",3.39832,6.58821,0803-091-6371,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32429660,2006-01-01,DEMORALAYO HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,,3.39804,6.59028,0703-338-9081,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
65326846,2018-01-09,GOODIVA MATERNITY HOME,Lagos,Kosofe,Private,For Profit,Primary,"23, ALHAJI USMAN STREET AGBOYI ESTATE",3.4064,6.58042,0802-339-1875,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51959113,2004-01-05,INLAND SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"12, BOLA OWODUNNI STREET, ALAPERE",3.39627,6.59148,0802-215-5950,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44261413,2019-01-01,TIMOTEIK HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"1A, TINUBU STREET VIA BOLA OWODUNNI STREET ALAPERE",3.39788,6.58605,0806-445-7399,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67041865,2007-08-06,AS SAKINAH CLINIC,Lagos,Kosofe,Private,For Profit,Secondary,"44, DOYIN OMOLOLU STREET KETU",3.39507,6.59292,0802-323-8597,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
38875151,2018-01-09,ASON'S MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"18, DEMURIN STREET PAKO BUS STOP KETU",3.38978,6.59748,0901-163-8307,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44963379,2023-01-24,BASE SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"22,DEMURIN ROAD KETU",3.39027,6.59729,0703-344-9959,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43805134,1985-01-02,DEJI CLINIC,Lagos,Kosofe,Private,For Profit,Secondary,,3.39602,6.59567,0803-307-2123,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
68751732,1982-05-10,KETU PRIMARY HEALTH CENTRE MASCARA,Lagos,Kosofe,Public,Local Government,Primary,"1, AKINTAN STREET KETU",3.38956,6.59486,0802-387-5762,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
15323775,2000-01-01,RALLY HOSPITAL - KOSOFE,Lagos,Kosofe,Private,For Profit,Secondary,"13, FADIYA STREET KETU",3.38781,6.59688,0803-302-3107,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44334102,2005-12-05,TRUST AMANA SPECIALIST,Lagos,Kosofe,Private,For Profit,Secondary,"14, OGUNMADE STREET AGIDI-OSHOGUN",3.40376,6.59473,0802-314-7581,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
13410920,1998-01-01,DELTA CROWN HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,,3.3901,6.60034,0803-418-4320,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43096485,2005-08-05,FINEDAY HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"57, DEMURIN STREET, KETU",3.39203,6.59729,0803-507-0407,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
17318470,2017-02-17,REJOICE MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Primary,"2, ADEDOYIN STREET, KOSOFE BUS STOP KETU",,6.60639,0803-454-8140,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
59374103,2005-11-02,THE WORD BIBLE CHURCH MATERNITY HOME,Lagos,Kosofe,Private,For Profit,Primary,"1, GANIYU MURAINO CLOSE AJELOGO KETU",3.39616,6.5998,0805-671-3585,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64136625,2000-04-07,THEO HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"25, DAVIES STREET KETU",3.39654,6.59865,0802-326-9465,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
73394480,2014-09-10,IDERA PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"1, IDERA ORILE STREET IDERA VILLAGE",,,0803-861-8645,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
28319162,1986-01-06,CHRIST APOSTOLIC CHURCH OKE IGBALA,Lagos,Kosofe,Private,Not For Profit,Primary,"71/73, IKOSI ROAD, KETU LAGOS",3.38328,6.58479,0813-767-1836,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67688686,1989-02-03,ELEGBELEYE SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"1, ELEGBELEYE STREET IKOSI KETU",3.382,6.60379,0802-302-5029,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
14242736,2006-02-06,IKOSI  PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"20, IKOSI ROAD, IKOSI KETU",3.383300781,6.599487305,0803-861-8645,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
26602784,2012-03-09,OJ ADEOLU CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"8, SHONAIKE STREET IKOSI KETU",3.37929,6.60501,0803-760-2113,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
47298208,1980-01-02,YOMBO HOSPITAL AND MATERNITY HOME,Lagos,Kosofe,Private,For Profit,Secondary,"23, OLUYOMBO STREET IKOSI KETU",3.38224,6.60299,0817-341-1177,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
20890278,2017-01-09,ABBY'S PAEDIATRIC CARE,Lagos,Kosofe,Private,For Profit,Secondary,"3, REDEMPTION CLOSE, OFF SOMIDE OJURIN, OMOLE PHASE II",3.37243,6.63414,0814-902-8715,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
66293319,2022-01-02,AVICENA HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,"BLOCK 15,PLOT 25 AYODELE FANOIKI STREET,MAGODO",3.38586,6.63342,0803-228-8191,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71626187,2011-07-03,GIFTED HANDS MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Primary,"25, OLD OLOWORA ROAD BY OLD NEPA OFFICE ISHERI MAGODO",3.375608,6.637564,0809-397-1899,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82517758,2008-07-03,IKOSI ISHERI MUTUAL HEALTH PLAN,Lagos,Kosofe,Private,For Profit,Primary,"3, DEJIOMOWO STREET",3.37755,6.62996,0903-870-9767,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
33752364,1987-01-05,ISHERI OLOWORA PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"3/5, MAGODO ROAD, ISHERI",3.38127,6.63674,0803-861-8645,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
33670650,1989-01-01,MAYFLOWER HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"14, BANKOLE STREET ISHERI MAGODO",3.37974,6.63626,0802-319-9616,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32367558,1990-06-05,OMOLEWA MEDICAL  CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"10B, IDOWU AKINOLA CRESCENT OLOWORA",3.37754,6.63261,0814-451-4289,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
63574968,2013-01-01,ST BENJAMIN CATHOLIC CLINIC,Lagos,Kosofe,Private,For Profit,Primary,SANYA-OLU BUS STOP OLOWORA,3.37712,6.63242,0814-193-9560,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64722830,2017-04-10,ST CATHERINE OF SIENA HOSPITAL LTD,Lagos,Kosofe,Private,For Profit,Secondary,PLOT PEACE AVENUE ISHERI-OLOFIN LAGOS,3.39614,6.63814,0806-530-1555,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64725077,2000-01-01,ST CLAVER HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Licensed
53227701,2010-10-10,BETHPHAGE MEDICAL CLINIC,Lagos,Kosofe,Private,For Profit,Secondary,"12, OKUGADE OKUNEYE STREET MARYLAND",3.37482,6.57091,0802-829-7398,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43550026,2016-05-10,CHION FAMILY MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"3, OKI LANE MENDE MARYLAND",3.37205,6.57635,0807-052-9474,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30465059,2017-01-09,CYNOSURE ANAESTHETIC HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"7, OKUNOLA AINA STREET, MENDE MARYLAND",3.37393,6.56841,0703-833-2696,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
75985585,2015-01-04,HEALTHGATE SPECIALISED CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"25B, BAMIDELE ADEBULE STREET, AROWOJOBEESTATE MENDE, MARYLAND",3.38042,6.56505,0803-304-7698,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
57205924,1986-01-04,MENDE PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"12/13, BODE OLUWO STREET MENDE MARYLAND",3.37273,6.57036,0802-962-7672,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
66578004,1996-08-02,ST AGNES CATHOLIC CHURCH CLINIC,Lagos,Kosofe,Private,For Profit,Primary,ST AGNES CATHOLIC HURCH IKORODU ROAD MARYLAND,3.36732,6.56887,0081-482-5940,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
22800658,2019-01-07,WELLNESS CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"TIAMIYU JUNCTION, ADESOYE STREET MENDE MARYLAND",3.37216,6.56962,0813-705-4325,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Registered,Licensed
44916477,2010-10-05,AJEGUNLE PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,OMOWEST CLOSE OFF ZION STREET AJEGUNLE,3.43958,6.61141,0803-472-0157,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43210189,2013-01-01,BARBINTON HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"3, ADE ADENAIKE STREET OJOMO, OWODE AJEGUNLE",3.42333,6.5997,0802-309-3313,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
84807663,2007-01-02,DAN'S MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Primary,46 THOMAS OLANIYAN STREET IRAWO,3.42391,6.60808,0811-819-4455,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
81897350,1994-02-03,DONAS SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"67, OWULADE AVENUE IRAWO BUS STOP AJEGUNLE",3.41806,6.60114,0803-760-5211,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
25489827,2022-07-03,JOSEMARIA SPECIALIST CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"5,GOSHEN AVENUE,OFF IYA KWARA, IRAWO IKORODU ROAD",3.421596,6.59885,0803-251-4184,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
27920068,2005-12-11,NEOLIFE CLINIC,Lagos,Kosofe,Private,For Profit,Secondary,"5, THOMAS OLAKUNLE TREET, AJEGUNLE, IKORODU ROAD",3.42497,6.60752,0802-312-6749,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
70807718,2019-05-10,O'LIVE CLIME HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"1, ONDO STREET, THOMAS AJEGUNLE",3.42221,6.60769,0806-225-1953,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,
63440586,2012-01-09,APLOMB MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,,3.39508,6.57042,0803-258-1189,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35544875,2017-02-01,CHILD KID CHILDREN HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"5, RAMAT CRESENT BY ALHAJA BUS STOP, OGUDU GRA, OGUDU",3.39319,6.57367,0903-871-5782,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
28540336,1995-01-01,MED IN SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"1/3, OSOGBO STREET, OGUDU LAGOS",3.39868164,6.57232666,0810-860-2551,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
40839944,1995-12-07,OGUDU PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"OGUDU ROAD, OGUDU GRA, LAGOS",3.39481,6.57481,0802-324-1706,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
59905048,2000-02-01,OLA AYOKA MEMORIAL CONVALESCENT HOME,Lagos,Kosofe,Private,For Profit,Primary,"50, BUHARI STREET OGUDU",3.39414,6.5703,0805-602-7772,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80160029,2015-01-07,PEACH CARE MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"43A, OGUDU ROAD GRA OGUDU",3.38709,6.57915,0812-817-4334,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
34064522,2020-02-06,PINK CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"126 ,OGUDU RD, OGUDU LAGOS",3.39143,6.57531,0818-700-7056,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
77506042,2000-03-10,YINKA ADE CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"11, IMAM LIGALI STREET OGUDU ORI-OKE",3.39868164,6.574523925,0802-314-6119,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
53172556,1980-02-10,AMESO SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"7 JUMAT OLUKOYA STREET, OJOTA",3.38469,6.58676,0080-556-7575,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
78584847,1988-02-05,APEX CARE HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,BOX 40/41 SOMOLU LAGOS,3.38124,6.583326,0809-235-8111,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30154720,2006-07-06,HOREB CONSULT HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"31, OGUDU ROAD OJOTA",3.38433,6.58585,0803-271-3267,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
25048619,2001-03-11,OMOKEHINDE MATERNITY HOME,Lagos,Kosofe,Private,For Profit,Primary,"6A, NIYI OGUNLEYE STREET OJOTA",3.38276,6.5891,0803-302-0189,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
66246540,2009-01-06,SYNERGY MEDICAL CLINIC,Lagos,Kosofe,Private,For Profit,Primary,"27, KUJORE STREET OJOTA",3.38189,6.58397,0816-540-3191,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
28340996,1997-10-12,ST DANIELS HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"14, ODUDUWA ROAD OWOROSHONKI",3.39696,6.55521,0802-323-1111,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
54003871,1992-01-12,LADE HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"17, OLATUNJI STREET, IKOSI KETU",3.38609,6.6014,0817-102-6364,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
21619269,2017-01-10,AZIR HOSPITAL,Lagos,Kosofe,Private,For Profit,Primary,,3.38858,6.60857,0803-304-1915,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82526117,2013-01-01,BARBINTON MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"9, SAMUEL ANIBABA STREET IYANA SCHOOL BUS STOP KETU",3.38963,6.60447,0129-557-43__,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
29336277,1997-03-12,DAFE MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"34, DAIRO STREET ORILE KETU",3.38588,6.60403,0803-416-5353,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
37683055,1993-01-08,FIRST CROSS HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"14, DAIRO STREET ORILE KETU",3.38692,6.60342,0802-310-7737,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
46967267,2004-11-06,TOKAYO MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"1, OLALEYE STREET ORILE KETU",3.38628,6.60196,0802-336-7293,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
52596708,1995-02-02,FOLABI MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"78, OWORO ROAD OWOROSHONKI LAGOS",3.40285,6.54918,0803-537-6880,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
37163706,2009-01-01,LULI MATERNITY HOME,Lagos,Kosofe,Private,For Profit,Primary,"PLOT 70, AGBOLADE OGUNNIYI STREET  OWORO",3.40447998,6.541687012,0803-472-9058,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43286949,1978-01-11,OWORO PRIMARY HEALTH CENTRE,Lagos,Kosofe,Public,Local Government,Primary,"6, GBENGA ASHABI STREET, OWORONSHOKI",3.40311,6.54271,0803-711-8605,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
27639376,2019-10-05,BLOOMBOOM PAEDITRIC CENTRE,Lagos,Kosofe,Private,For Profit,Primary,"11A CHIEF SAMUEL AJAYI ST, MAGODO SHANGISHA LAGOS",3.38408,6.62092,0803-304-1915,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
50629548,2003-01-03,BOYE CONVALESCENT CLINIC,Lagos,Kosofe,Private,For Profit,Secondary,"4, KASUMU STREET SHANGISHA MAGODO",3.37386,6.61361,0805-528-1898,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60348412,2014-11-07,FORTRESS HEALTH CONSULT,Lagos,Kosofe,Private,For Profit,Secondary,"4,  KASUMU STREET SHANGISHA",3.37398,6.61384,0803-302-6991,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
79759830,2010-02-02,MAGODO SPECIALIST HOSPITAL,Lagos,Kosofe,Private,For Profit,Secondary,"10, JAIYE OYEDOTUN STREET MAGODO GRA",3.37113,6.61585,0811-549-3405,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Unknown,Unknown
20381734,2007-01-01,SKY HIGH MEDICAL CENTRE,Lagos,Kosofe,Private,For Profit,Secondary,"5B, ADEKUNLE BANJO PHASE II MAGODO",3.37219,6.62033,0802-727-0167,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
